map_id,source_monster_handle,exp_delta,items,window_count,item_counts,item_drop_windows,item_observed_rates,source,status
132,1666205827189909,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
133,8112205902790159,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
133,8114205902791857,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
133,8116205902792836,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
133,8118205902792830,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
133,8120205902793205,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
133,8122205902794636,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
137,4889205982270617,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
137,4891205982270480,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
137,4893205982271973,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
137,4895205982272135,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
137,4897205982273653,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
137,4899205982273477,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
140,8424206376338175,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
140,8426206376339691,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
140,8428206376340510,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
140,8430206376341780,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
140,8432206376342756,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
141,4710206556985181,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
141,4712206556985489,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
141,4714206556986370,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
141,4716206556987104,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
141,4718206556987620,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
141,4720206556988825,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
142,9556206735436383,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
142,9558206735437433,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
142,9560206735437619,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
142,9562206735438199,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
142,9564206735439303,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
142,9566206735440658,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
142,9568206735440182,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
143,5166206909805441,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
143,5168206909805631,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
143,5170206909806155,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
143,5172206909807859,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
143,5174206909807286,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
143,5176206909809579,0,毒囊x5;肉x1;黏液x1;蛤蟆精战靴x1;铜钱x50,1,毒囊x5;肉x1;黏液x1;蛤蟆精战靴x1;铜钱x50,毒囊x1;肉x1;黏液x1;蛤蟆精战靴x1;铜钱x1,毒囊=1/1;肉=1/1;黏液=1/1;蛤蟆精战靴=1/1;铜钱=1/1,20260531_124707_399_conn_0002#cracktoad-visible-boss,confirmed
144,2762206074545916,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
144,2764206074546810,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
144,2766206074547838,0,毒囊x1;黏液x1;竹x1,3,毒囊x2;黏液x2;竹x1,毒囊x2;黏液x2;竹x1,毒囊=2/3;黏液=2/3;竹=1/3,20260531_124707_399_conn_0002#reward-candidate-127-kongfupanda,confirmed
144,2768206074548639,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
144,2770206074548423,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
145,2890206197338884,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
145,2892206197339825,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
145,2894206197340572,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
145,2896206197341225,0,L小喇叭x1;黏液x1;甘露x1;毒囊x1,7,L小喇叭x1;黏液x8;甘露x4;毒囊x2,L小喇叭x1;黏液x7;甘露x3;毒囊x2,L小喇叭=1/7;黏液=7/7;甘露=3/7;毒囊=2/7,20260531_124707_399_conn_0002#reward-candidate-127-magicpanda,confirmed
145,2898206197342379,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
145,2900206197343711,0,毒囊x2;翠带护腰x1,4,毒囊x6;翠带护腰x1,毒囊x4;翠带护腰x1,毒囊=4/4;翠带护腰=1/4,20260531_124707_399_conn_0002#reward-candidate-127-swordpanda,confirmed
149,3218685759638239,336,毛皮x2;铜钱x106;盗贼的首级x1;黄风腰带x1;兽骨x1,1,毛皮x2;铜钱x106;盗贼的首级x1;黄风腰带x1;兽骨x1,毛皮x1;铜钱x1;盗贼的首级x1;黄风腰带x1;兽骨x1,毛皮=1/1;铜钱=1/1;盗贼的首级=1/1;黄风腰带=1/1;兽骨=1/1,20260605_230922_544_conn_0002#reward15002-huangfeng-second-chief,confirmed
149,3220685759639165,336,毛皮x2;铜钱x106;盗贼的首级x1;黄风腰带x1;兽骨x1,1,毛皮x2;铜钱x106;盗贼的首级x1;黄风腰带x1;兽骨x1,毛皮x1;铜钱x1;盗贼的首级x1;黄风腰带x1;兽骨x1,毛皮=1/1;铜钱=1/1;盗贼的首级=1/1;黄风腰带=1/1;兽骨=1/1,20260605_230922_544_conn_0002#reward15002-huangfeng-second-chief,confirmed
155,2600686416056495,720,红方巾x2;绸缎x3;铜钱x110;盗贼的首级x1;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,1,红方巾x2;绸缎x3;铜钱x110;盗贼的首级x1;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,红方巾x1;绸缎x1;铜钱x1;盗贼的首级x1;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,红方巾=1/1;绸缎=1/1;铜钱=1/1;盗贼的首级=1/1;呼啸战靴=1/1;寨夫人上衣=1/1;寨夫人护腕=1/1;宝匣=1/1,20260605_230922_544_conn_0002#reward17886-huangfeng-chief-lady,confirmed
155,2800686416057704,720,红方巾x2;绸缎x3;铜钱x110;盗贼的首级x1;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,1,红方巾x2;绸缎x3;铜钱x110;盗贼的首级x1;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,红方巾x1;绸缎x1;铜钱x1;盗贼的首级x1;呼啸战靴x1;寨夫人上衣x1;寨夫人护腕x1;宝匣x1,红方巾=1/1;绸缎=1/1;铜钱=1/1;盗贼的首级=1/1;呼啸战靴=1/1;寨夫人上衣=1/1;寨夫人护腕=1/1;宝匣=1/1,20260605_230922_544_conn_0002#reward17886-huangfeng-chief-lady,confirmed
